90
9000.000000	0.889572
9101.123596	0.887755
9202.247191	0.884907
9303.370787	0.886035
9404.494382	0.886858
9505.617978	0.885404
9606.741573	0.884254
9707.865169	0.882689
9808.988764	0.878341
9910.112360	0.872930
10011.235955	0.872191
10112.359551	0.879953
10213.483146	0.895100
10314.606742	0.910784
10415.730337	0.918719
10516.853933	0.915195
10617.977528	0.903931
10719.101124	0.891548
10820.224719	0.884004
10921.348315	0.883537
11022.471910	0.888085
11123.595506	0.892622
11224.719101	0.892255
11325.842697	0.884040
11426.966292	0.869494
11528.089888	0.852192
11629.213483	0.836871
11730.337079	0.827961
11831.460674	0.827670
11932.584270	0.836959
12033.707865	0.852782
12134.831461	0.869869
12235.955056	0.882567
12337.078652	0.887047
12438.202247	0.882107
12539.325843	0.869493
12640.449438	0.853367
12741.573034	0.838328
12842.696629	0.826837
12943.820225	0.820276
13044.943820	0.819468
13146.067416	0.824324
13247.191011	0.832357
13348.314607	0.840758
13449.438202	0.847824
13550.561798	0.851796
13651.685393	0.850248
13752.808989	0.842707
13853.932584	0.831371
13955.056180	0.819403
14056.179775	0.808869
14157.303371	0.801672
14258.426966	0.799421
14359.550562	0.801715
14460.674157	0.807360
14561.797753	0.814286
14662.921348	0.820256
14764.044944	0.824183
14865.168539	0.826604
14966.292135	0.825939
15067.415730	0.814630
15168.539326	0.794782
15269.662921	0.767098
15370.786517	0.731298
15471.910112	0.690327
15573.033708	0.651320
15674.157303	0.624894
15775.280899	0.612038
15876.404494	0.606776
15977.528090	0.603330
16078.651685	0.598816
16179.775281	0.592988
16280.898876	0.586752
16382.022472	0.580744
16483.146067	0.574489
16584.269663	0.566999
16685.393258	0.557510
16786.516854	0.546164
16887.640449	0.533976
16988.764045	0.520175
17089.887640	0.503713
17191.011236	0.485434
17292.134831	0.466715
17393.258427	0.449201
17494.382022	0.432757
17595.505618	0.417612
17696.629213	0.406081
17797.752809	0.397451
17898.876404	0.390160
18000.000000	0.382869
