122
2560.000000	0.822734
2580.165289	0.834929
2600.330579	0.844993
2620.495868	0.860926
2640.661157	0.877278
2660.826446	0.874588
2680.991736	0.880790
2701.157025	0.888499
2721.322314	0.883993
2741.487603	0.884188
2761.652893	0.881719
2781.818182	0.885073
2801.983471	0.883707
2822.148760	0.881646
2842.314050	0.878001
2862.479339	0.874839
2882.644628	0.871771
2902.809917	0.868147
2922.975207	0.865567
2943.140496	0.863662
2963.305785	0.862819
2983.471074	0.863104
3003.636364	0.864311
3023.801653	0.866454
3043.966942	0.869516
3064.132231	0.873594
3084.297521	0.878170
3104.462810	0.883324
3124.628099	0.888945
3144.793388	0.894968
3164.958678	0.901269
3185.123967	0.907220
3205.289256	0.912595
3225.454545	0.917757
3245.619835	0.922392
3265.785124	0.926070
3285.950413	0.929149
3306.115702	0.931161
3326.280992	0.932905
3346.446281	0.934207
3366.611570	0.934101
3386.776860	0.932933
3406.942149	0.930831
3427.107438	0.928075
3447.272727	0.929984
3467.438017	0.930233
3487.603306	0.929038
3507.768595	0.926940
3527.933884	0.928147
3548.099174	0.928678
3568.264463	0.928876
3588.429752	0.929346
3608.595041	0.930091
3628.760331	0.930991
3648.925620	0.932089
3669.090909	0.933463
3689.256198	0.935076
3709.421488	0.936719
3729.586777	0.938340
3749.752066	0.939993
3769.917355	0.941610
3790.082645	0.943131
3810.247934	0.944422
3830.413223	0.945558
3850.578512	0.946587
3870.743802	0.947431
3890.909091	0.947991
3911.074380	0.948279
3931.239669	0.948314
3951.404959	0.948100
3971.570248	0.947617
3991.735537	0.946898
4011.900826	0.945972
4032.066116	0.944882
4052.231405	0.943673
4072.396694	0.942363
4092.561983	0.940877
4112.727273	0.939303
4132.892562	0.937766
4153.057851	0.935898
4173.223140	0.934419
4193.388430	0.942737
4213.553719	0.980821
4233.719008	1.012709
4253.884298	0.995512
4274.049587	0.993023
4294.214876	0.984722
4314.380165	0.966071
4334.545455	0.946512
4354.710744	0.933679
4374.876033	0.927747
4395.041322	0.926493
4415.206612	0.926202
4435.371901	0.925376
4455.537190	0.924723
4475.702479	0.924508
4495.867769	0.924623
4516.033058	0.924808
4536.198347	0.925045
4556.363636	0.925338
4576.528926	0.925627
4596.694215	0.925895
4616.859504	0.926175
4637.024793	0.926437
4657.190083	0.926596
4677.355372	0.926663
4697.520661	0.926710
4717.685950	0.926656
4737.851240	0.926519
4758.016529	0.926278
4778.181818	0.925777
4798.347107	0.925279
4818.512397	0.924582
4838.677686	0.923519
4858.842975	0.922830
4879.008264	0.921870
4899.173554	0.920406
4919.338843	0.919171
4939.504132	0.917274
4959.669421	0.914910
4979.834711	0.913384
5000.000000	0.911565
